,Country,Date,Count,daily_change
0,Afghanistan,1/22/20,0,
1,Albania,1/22/20,0,
2,Algeria,1/22/20,0,
3,Andorra,1/22/20,0,
4,Angola,1/22/20,0,
5,Antigua and Barbuda,1/22/20,0,
6,Argentina,1/22/20,0,
7,Armenia,1/22/20,0,
8,Australia,1/22/20,0,
9,Austria,1/22/20,0,
10,Azerbaijan,1/22/20,0,
11,Bahamas,1/22/20,0,
12,Bahrain,1/22/20,0,
13,Bangladesh,1/22/20,0,
14,Barbados,1/22/20,0,
15,Belarus,1/22/20,0,
16,Belgium,1/22/20,0,
17,Belize,1/22/20,0,
18,Benin,1/22/20,0,
19,Bhutan,1/22/20,0,
20,Bolivia,1/22/20,0,
21,Bosnia and Herzegovina,1/22/20,0,
22,Botswana,1/22/20,0,
23,Brazil,1/22/20,0,
24,Brunei,1/22/20,0,
25,Bulgaria,1/22/20,0,
26,Burkina Faso,1/22/20,0,
27,Burma,1/22/20,0,
28,Burundi,1/22/20,0,
29,Cabo Verde,1/22/20,0,
30,Cambodia,1/22/20,0,
31,Cameroon,1/22/20,0,
32,Canada,1/22/20,0,
33,Central African Republic,1/22/20,0,
34,Chad,1/22/20,0,
35,Chile,1/22/20,0,
36,China,1/22/20,17,
37,Colombia,1/22/20,0,
38,Comoros,1/22/20,0,
39,Congo (Brazzaville),1/22/20,0,
40,Congo (Kinshasa),1/22/20,0,
41,Costa Rica,1/22/20,0,
42,Cote d'Ivoire,1/22/20,0,
43,Croatia,1/22/20,0,
44,Cuba,1/22/20,0,
45,Cyprus,1/22/20,0,
46,Czechia,1/22/20,0,
47,Denmark,1/22/20,0,
48,Diamond Princess,1/22/20,0,
49,Djibouti,1/22/20,0,
50,Dominica,1/22/20,0,
51,Dominican Republic,1/22/20,0,
52,Ecuador,1/22/20,0,
53,Egypt,1/22/20,0,
54,El Salvador,1/22/20,0,
55,Equatorial Guinea,1/22/20,0,
56,Eritrea,1/22/20,0,
57,Estonia,1/22/20,0,
58,Eswatini,1/22/20,0,
59,Ethiopia,1/22/20,0,
60,Fiji,1/22/20,0,
61,Finland,1/22/20,0,
62,France,1/22/20,0,
63,Gabon,1/22/20,0,
64,Gambia,1/22/20,0,
65,Georgia,1/22/20,0,
66,Germany,1/22/20,0,
67,Ghana,1/22/20,0,
68,Greece,1/22/20,0,
69,Grenada,1/22/20,0,
70,Guatemala,1/22/20,0,
71,Guinea,1/22/20,0,
72,Guinea-Bissau,1/22/20,0,
73,Guyana,1/22/20,0,
74,Haiti,1/22/20,0,
75,Holy See,1/22/20,0,
76,Honduras,1/22/20,0,
77,Hungary,1/22/20,0,
78,Iceland,1/22/20,0,
79,India,1/22/20,0,
80,Indonesia,1/22/20,0,
81,Iran,1/22/20,0,
82,Iraq,1/22/20,0,
83,Ireland,1/22/20,0,
84,Israel,1/22/20,0,
85,Italy,1/22/20,0,
86,Jamaica,1/22/20,0,
87,Japan,1/22/20,0,
88,Jordan,1/22/20,0,
89,Kazakhstan,1/22/20,0,
90,Kenya,1/22/20,0,
91,"Korea, South",1/22/20,0,
92,Kosovo,1/22/20,0,
93,Kuwait,1/22/20,0,
94,Kyrgyzstan,1/22/20,0,
95,Laos,1/22/20,0,
96,Latvia,1/22/20,0,
97,Lebanon,1/22/20,0,
98,Lesotho,1/22/20,0,
99,Liberia,1/22/20,0,
100,Libya,1/22/20,0,
101,Liechtenstein,1/22/20,0,
102,Lithuania,1/22/20,0,
103,Luxembourg,1/22/20,0,
104,MS Zaandam,1/22/20,0,
105,Madagascar,1/22/20,0,
106,Malawi,1/22/20,0,
107,Malaysia,1/22/20,0,
108,Maldives,1/22/20,0,
109,Mali,1/22/20,0,
110,Malta,1/22/20,0,
111,Mauritania,1/22/20,0,
112,Mauritius,1/22/20,0,
113,Mexico,1/22/20,0,
114,Moldova,1/22/20,0,
115,Monaco,1/22/20,0,
116,Mongolia,1/22/20,0,
117,Montenegro,1/22/20,0,
118,Morocco,1/22/20,0,
119,Mozambique,1/22/20,0,
120,Namibia,1/22/20,0,
121,Nepal,1/22/20,0,
122,Netherlands,1/22/20,0,
123,New Zealand,1/22/20,0,
124,Nicaragua,1/22/20,0,
125,Niger,1/22/20,0,
126,Nigeria,1/22/20,0,
127,North Macedonia,1/22/20,0,
128,Norway,1/22/20,0,
129,Oman,1/22/20,0,
130,Pakistan,1/22/20,0,
131,Panama,1/22/20,0,
132,Papua New Guinea,1/22/20,0,
133,Paraguay,1/22/20,0,
134,Peru,1/22/20,0,
135,Philippines,1/22/20,0,
136,Poland,1/22/20,0,
137,Portugal,1/22/20,0,
138,Qatar,1/22/20,0,
139,Romania,1/22/20,0,
140,Russia,1/22/20,0,
141,Rwanda,1/22/20,0,
142,Saint Kitts and Nevis,1/22/20,0,
143,Saint Lucia,1/22/20,0,
144,Saint Vincent and the Grenadines,1/22/20,0,
145,San Marino,1/22/20,0,
146,Sao Tome and Principe,1/22/20,0,
147,Saudi Arabia,1/22/20,0,
148,Senegal,1/22/20,0,
149,Serbia,1/22/20,0,
150,Seychelles,1/22/20,0,
151,Sierra Leone,1/22/20,0,
152,Singapore,1/22/20,0,
153,Slovakia,1/22/20,0,
154,Slovenia,1/22/20,0,
155,Somalia,1/22/20,0,
156,South Africa,1/22/20,0,
157,South Sudan,1/22/20,0,
158,Spain,1/22/20,0,
159,Sri Lanka,1/22/20,0,
160,Sudan,1/22/20,0,
161,Suriname,1/22/20,0,
162,Sweden,1/22/20,0,
163,Switzerland,1/22/20,0,
164,Syria,1/22/20,0,
165,Taiwan*,1/22/20,0,
166,Tajikistan,1/22/20,0,
167,Tanzania,1/22/20,0,
168,Thailand,1/22/20,0,
169,Timor-Leste,1/22/20,0,
170,Togo,1/22/20,0,
171,Trinidad and Tobago,1/22/20,0,
172,Tunisia,1/22/20,0,
173,Turkey,1/22/20,0,
174,US,1/22/20,0,
175,Uganda,1/22/20,0,
176,Ukraine,1/22/20,0,
177,United Arab Emirates,1/22/20,0,
178,United Kingdom,1/22/20,0,
179,Uruguay,1/22/20,0,
180,Uzbekistan,1/22/20,0,
181,Venezuela,1/22/20,0,
182,Vietnam,1/22/20,0,
183,West Bank and Gaza,1/22/20,0,
184,Western Sahara,1/22/20,0,
185,Yemen,1/22/20,0,
186,Zambia,1/22/20,0,
187,Zimbabwe,1/22/20,0,
188,Afghanistan,1/23/20,0,0.0
189,Albania,1/23/20,0,0.0
190,Algeria,1/23/20,0,0.0
191,Andorra,1/23/20,0,0.0
192,Angola,1/23/20,0,0.0
193,Antigua and Barbuda,1/23/20,0,0.0
194,Argentina,1/23/20,0,0.0
195,Armenia,1/23/20,0,0.0
196,Australia,1/23/20,0,0.0
197,Austria,1/23/20,0,0.0
198,Azerbaijan,1/23/20,0,0.0
199,Bahamas,1/23/20,0,0.0
200,Bahrain,1/23/20,0,0.0
201,Bangladesh,1/23/20,0,0.0
202,Barbados,1/23/20,0,0.0
203,Belarus,1/23/20,0,0.0
204,Belgium,1/23/20,0,0.0
205,Belize,1/23/20,0,0.0
206,Benin,1/23/20,0,0.0
207,Bhutan,1/23/20,0,0.0
208,Bolivia,1/23/20,0,0.0
209,Bosnia and Herzegovina,1/23/20,0,0.0
210,Botswana,1/23/20,0,0.0
211,Brazil,1/23/20,0,0.0
212,Brunei,1/23/20,0,0.0
213,Bulgaria,1/23/20,0,0.0
214,Burkina Faso,1/23/20,0,0.0
215,Burma,1/23/20,0,0.0
216,Burundi,1/23/20,0,0.0
217,Cabo Verde,1/23/20,0,0.0
218,Cambodia,1/23/20,0,0.0
219,Cameroon,1/23/20,0,0.0
220,Canada,1/23/20,0,0.0
221,Central African Republic,1/23/20,0,0.0
222,Chad,1/23/20,0,0.0
223,Chile,1/23/20,0,0.0
224,China,1/23/20,18,1.0
225,Colombia,1/23/20,0,0.0
226,Comoros,1/23/20,0,0.0
227,Congo (Brazzaville),1/23/20,0,0.0
228,Congo (Kinshasa),1/23/20,0,0.0
229,Costa Rica,1/23/20,0,0.0
230,Cote d'Ivoire,1/23/20,0,0.0
231,Croatia,1/23/20,0,0.0
232,Cuba,1/23/20,0,0.0
233,Cyprus,1/23/20,0,0.0
234,Czechia,1/23/20,0,0.0
235,Denmark,1/23/20,0,0.0
236,Diamond Princess,1/23/20,0,0.0
237,Djibouti,1/23/20,0,0.0
238,Dominica,1/23/20,0,0.0
239,Dominican Republic,1/23/20,0,0.0
240,Ecuador,1/23/20,0,0.0
241,Egypt,1/23/20,0,0.0
242,El Salvador,1/23/20,0,0.0
243,Equatorial Guinea,1/23/20,0,0.0
244,Eritrea,1/23/20,0,0.0
245,Estonia,1/23/20,0,0.0
246,Eswatini,1/23/20,0,0.0
247,Ethiopia,1/23/20,0,0.0
248,Fiji,1/23/20,0,0.0
249,Finland,1/23/20,0,0.0
250,France,1/23/20,0,0.0
251,Gabon,1/23/20,0,0.0
252,Gambia,1/23/20,0,0.0
253,Georgia,1/23/20,0,0.0
254,Germany,1/23/20,0,0.0
255,Ghana,1/23/20,0,0.0
256,Greece,1/23/20,0,0.0
257,Grenada,1/23/20,0,0.0
258,Guatemala,1/23/20,0,0.0
259,Guinea,1/23/20,0,0.0
260,Guinea-Bissau,1/23/20,0,0.0
261,Guyana,1/23/20,0,0.0
262,Haiti,1/23/20,0,0.0
263,Holy See,1/23/20,0,0.0
264,Honduras,1/23/20,0,0.0
265,Hungary,1/23/20,0,0.0
266,Iceland,1/23/20,0,0.0
267,India,1/23/20,0,0.0
268,Indonesia,1/23/20,0,0.0
269,Iran,1/23/20,0,0.0
270,Iraq,1/23/20,0,0.0
271,Ireland,1/23/20,0,0.0
272,Israel,1/23/20,0,0.0
273,Italy,1/23/20,0,0.0
274,Jamaica,1/23/20,0,0.0
275,Japan,1/23/20,0,0.0
276,Jordan,1/23/20,0,0.0
277,Kazakhstan,1/23/20,0,0.0
278,Kenya,1/23/20,0,0.0
279,"Korea, South",1/23/20,0,0.0
280,Kosovo,1/23/20,0,0.0
281,Kuwait,1/23/20,0,0.0
282,Kyrgyzstan,1/23/20,0,0.0
283,Laos,1/23/20,0,0.0
284,Latvia,1/23/20,0,0.0
285,Lebanon,1/23/20,0,0.0
286,Lesotho,1/23/20,0,0.0
287,Liberia,1/23/20,0,0.0
288,Libya,1/23/20,0,0.0
289,Liechtenstein,1/23/20,0,0.0
290,Lithuania,1/23/20,0,0.0
291,Luxembourg,1/23/20,0,0.0
292,MS Zaandam,1/23/20,0,0.0
293,Madagascar,1/23/20,0,0.0
294,Malawi,1/23/20,0,0.0
295,Malaysia,1/23/20,0,0.0
296,Maldives,1/23/20,0,0.0
297,Mali,1/23/20,0,0.0
298,Malta,1/23/20,0,0.0
299,Mauritania,1/23/20,0,0.0
300,Mauritius,1/23/20,0,0.0
301,Mexico,1/23/20,0,0.0
302,Moldova,1/23/20,0,0.0
303,Monaco,1/23/20,0,0.0
304,Mongolia,1/23/20,0,0.0
305,Montenegro,1/23/20,0,0.0
306,Morocco,1/23/20,0,0.0
307,Mozambique,1/23/20,0,0.0
308,Namibia,1/23/20,0,0.0
309,Nepal,1/23/20,0,0.0
310,Netherlands,1/23/20,0,0.0
311,New Zealand,1/23/20,0,0.0
312,Nicaragua,1/23/20,0,0.0
313,Niger,1/23/20,0,0.0
314,Nigeria,1/23/20,0,0.0
315,North Macedonia,1/23/20,0,0.0
316,Norway,1/23/20,0,0.0
317,Oman,1/23/20,0,0.0
318,Pakistan,1/23/20,0,0.0
319,Panama,1/23/20,0,0.0
320,Papua New Guinea,1/23/20,0,0.0
321,Paraguay,1/23/20,0,0.0
322,Peru,1/23/20,0,0.0
323,Philippines,1/23/20,0,0.0
324,Poland,1/23/20,0,0.0
325,Portugal,1/23/20,0,0.0
326,Qatar,1/23/20,0,0.0
327,Romania,1/23/20,0,0.0
328,Russia,1/23/20,0,0.0
329,Rwanda,1/23/20,0,0.0
330,Saint Kitts and Nevis,1/23/20,0,0.0
331,Saint Lucia,1/23/20,0,0.0
332,Saint Vincent and the Grenadines,1/23/20,0,0.0
333,San Marino,1/23/20,0,0.0
334,Sao Tome and Principe,1/23/20,0,0.0
335,Saudi Arabia,1/23/20,0,0.0
336,Senegal,1/23/20,0,0.0
337,Serbia,1/23/20,0,0.0
338,Seychelles,1/23/20,0,0.0
339,Sierra Leone,1/23/20,0,0.0
340,Singapore,1/23/20,0,0.0
341,Slovakia,1/23/20,0,0.0
342,Slovenia,1/23/20,0,0.0
343,Somalia,1/23/20,0,0.0
344,South Africa,1/23/20,0,0.0
345,South Sudan,1/23/20,0,0.0
346,Spain,1/23/20,0,0.0
347,Sri Lanka,1/23/20,0,0.0
348,Sudan,1/23/20,0,0.0
349,Suriname,1/23/20,0,0.0
350,Sweden,1/23/20,0,0.0
351,Switzerland,1/23/20,0,0.0
352,Syria,1/23/20,0,0.0
353,Taiwan*,1/23/20,0,0.0
354,Tajikistan,1/23/20,0,0.0
355,Tanzania,1/23/20,0,0.0
356,Thailand,1/23/20,0,0.0
357,Timor-Leste,1/23/20,0,0.0
358,Togo,1/23/20,0,0.0
359,Trinidad and Tobago,1/23/20,0,0.0
360,Tunisia,1/23/20,0,0.0
361,Turkey,1/23/20,0,0.0
362,US,1/23/20,0,0.0
363,Uganda,1/23/20,0,0.0
364,Ukraine,1/23/20,0,0.0
365,United Arab Emirates,1/23/20,0,0.0
366,United Kingdom,1/23/20,0,0.0
367,Uruguay,1/23/20,0,0.0
368,Uzbekistan,1/23/20,0,0.0
369,Venezuela,1/23/20,0,0.0
370,Vietnam,1/23/20,0,0.0
371,West Bank and Gaza,1/23/20,0,0.0
372,Western Sahara,1/23/20,0,0.0
373,Yemen,1/23/20,0,0.0
374,Zambia,1/23/20,0,0.0
375,Zimbabwe,1/23/20,0,0.0
376,Afghanistan,1/24/20,0,0.0
377,Albania,1/24/20,0,0.0
378,Algeria,1/24/20,0,0.0
379,Andorra,1/24/20,0,0.0
380,Angola,1/24/20,0,0.0
381,Antigua and Barbuda,1/24/20,0,0.0
382,Argentina,1/24/20,0,0.0
383,Armenia,1/24/20,0,0.0
384,Australia,1/24/20,0,0.0
385,Austria,1/24/20,0,0.0
386,Azerbaijan,1/24/20,0,0.0
387,Bahamas,1/24/20,0,0.0
388,Bahrain,1/24/20,0,0.0
389,Bangladesh,1/24/20,0,0.0
390,Barbados,1/24/20,0,0.0
391,Belarus,1/24/20,0,0.0
392,Belgium,1/24/20,0,0.0
393,Belize,1/24/20,0,0.0
394,Benin,1/24/20,0,0.0
395,Bhutan,1/24/20,0,0.0
396,Bolivia,1/24/20,0,0.0
397,Bosnia and Herzegovina,1/24/20,0,0.0
398,Botswana,1/24/20,0,0.0
399,Brazil,1/24/20,0,0.0
400,Brunei,1/24/20,0,0.0
401,Bulgaria,1/24/20,0,0.0
402,Burkina Faso,1/24/20,0,0.0
403,Burma,1/24/20,0,0.0
404,Burundi,1/24/20,0,0.0
405,Cabo Verde,1/24/20,0,0.0
406,Cambodia,1/24/20,0,0.0
407,Cameroon,1/24/20,0,0.0
408,Canada,1/24/20,0,0.0
409,Central African Republic,1/24/20,0,0.0
410,Chad,1/24/20,0,0.0
411,Chile,1/24/20,0,0.0
412,China,1/24/20,26,8.0
413,Colombia,1/24/20,0,0.0
414,Comoros,1/24/20,0,0.0
415,Congo (Brazzaville),1/24/20,0,0.0
416,Congo (Kinshasa),1/24/20,0,0.0
417,Costa Rica,1/24/20,0,0.0
418,Cote d'Ivoire,1/24/20,0,0.0
419,Croatia,1/24/20,0,0.0
420,Cuba,1/24/20,0,0.0
421,Cyprus,1/24/20,0,0.0
422,Czechia,1/24/20,0,0.0
423,Denmark,1/24/20,0,0.0
424,Diamond Princess,1/24/20,0,0.0
425,Djibouti,1/24/20,0,0.0
426,Dominica,1/24/20,0,0.0
427,Dominican Republic,1/24/20,0,0.0
428,Ecuador,1/24/20,0,0.0
429,Egypt,1/24/20,0,0.0
430,El Salvador,1/24/20,0,0.0
431,Equatorial Guinea,1/24/20,0,0.0
432,Eritrea,1/24/20,0,0.0
433,Estonia,1/24/20,0,0.0
434,Eswatini,1/24/20,0,0.0
435,Ethiopia,1/24/20,0,0.0
436,Fiji,1/24/20,0,0.0
437,Finland,1/24/20,0,0.0
438,France,1/24/20,0,0.0
439,Gabon,1/24/20,0,0.0
440,Gambia,1/24/20,0,0.0
441,Georgia,1/24/20,0,0.0
442,Germany,1/24/20,0,0.0
443,Ghana,1/24/20,0,0.0
444,Greece,1/24/20,0,0.0
445,Grenada,1/24/20,0,0.0
446,Guatemala,1/24/20,0,0.0
447,Guinea,1/24/20,0,0.0
448,Guinea-Bissau,1/24/20,0,0.0
449,Guyana,1/24/20,0,0.0
450,Haiti,1/24/20,0,0.0
451,Holy See,1/24/20,0,0.0
452,Honduras,1/24/20,0,0.0
453,Hungary,1/24/20,0,0.0
454,Iceland,1/24/20,0,0.0
455,India,1/24/20,0,0.0
456,Indonesia,1/24/20,0,0.0
457,Iran,1/24/20,0,0.0
458,Iraq,1/24/20,0,0.0
459,Ireland,1/24/20,0,0.0
460,Israel,1/24/20,0,0.0
461,Italy,1/24/20,0,0.0
462,Jamaica,1/24/20,0,0.0
463,Japan,1/24/20,0,0.0
464,Jordan,1/24/20,0,0.0
465,Kazakhstan,1/24/20,0,0.0
466,Kenya,1/24/20,0,0.0
467,"Korea, South",1/24/20,0,0.0
468,Kosovo,1/24/20,0,0.0
469,Kuwait,1/24/20,0,0.0
470,Kyrgyzstan,1/24/20,0,0.0
471,Laos,1/24/20,0,0.0
472,Latvia,1/24/20,0,0.0
473,Lebanon,1/24/20,0,0.0
474,Lesotho,1/24/20,0,0.0
475,Liberia,1/24/20,0,0.0
476,Libya,1/24/20,0,0.0
477,Liechtenstein,1/24/20,0,0.0
478,Lithuania,1/24/20,0,0.0
479,Luxembourg,1/24/20,0,0.0
480,MS Zaandam,1/24/20,0,0.0
481,Madagascar,1/24/20,0,0.0
482,Malawi,1/24/20,0,0.0
483,Malaysia,1/24/20,0,0.0
484,Maldives,1/24/20,0,0.0
485,Mali,1/24/20,0,0.0
486,Malta,1/24/20,0,0.0
487,Mauritania,1/24/20,0,0.0
488,Mauritius,1/24/20,0,0.0
489,Mexico,1/24/20,0,0.0
490,Moldova,1/24/20,0,0.0
491,Monaco,1/24/20,0,0.0
492,Mongolia,1/24/20,0,0.0
493,Montenegro,1/24/20,0,0.0
494,Morocco,1/24/20,0,0.0
495,Mozambique,1/24/20,0,0.0
496,Namibia,1/24/20,0,0.0
497,Nepal,1/24/20,0,0.0
498,Netherlands,1/24/20,0,0.0
499,New Zealand,1/24/20,0,0.0
500,Nicaragua,1/24/20,0,0.0
501,Niger,1/24/20,0,0.0
502,Nigeria,1/24/20,0,0.0
503,North Macedonia,1/24/20,0,0.0
504,Norway,1/24/20,0,0.0
505,Oman,1/24/20,0,0.0
506,Pakistan,1/24/20,0,0.0
507,Panama,1/24/20,0,0.0
508,Papua New Guinea,1/24/20,0,0.0
509,Paraguay,1/24/20,0,0.0
510,Peru,1/24/20,0,0.0
511,Philippines,1/24/20,0,0.0
512,Poland,1/24/20,0,0.0
513,Portugal,1/24/20,0,0.0
514,Qatar,1/24/20,0,0.0
515,Romania,1/24/20,0,0.0
516,Russia,1/24/20,0,0.0
517,Rwanda,1/24/20,0,0.0
518,Saint Kitts and Nevis,1/24/20,0,0.0
519,Saint Lucia,1/24/20,0,0.0
520,Saint Vincent and the Grenadines,1/24/20,0,0.0
521,San Marino,1/24/20,0,0.0
522,Sao Tome and Principe,1/24/20,0,0.0
523,Saudi Arabia,1/24/20,0,0.0
524,Senegal,1/24/20,0,0.0
525,Serbia,1/24/20,0,0.0
526,Seychelles,1/24/20,0,0.0
527,Sierra Leone,1/24/20,0,0.0
528,Singapore,1/24/20,0,0.0
529,Slovakia,1/24/20,0,0.0
530,Slovenia,1/24/20,0,0.0
531,Somalia,1/24/20,0,0.0
532,South Africa,1/24/20,0,0.0
533,South Sudan,1/24/20,0,0.0
534,Spain,1/24/20,0,0.0
535,Sri Lanka,1/24/20,0,0.0
536,Sudan,1/24/20,0,0.0
537,Suriname,1/24/20,0,0.0
538,Sweden,1/24/20,0,0.0
539,Switzerland,1/24/20,0,0.0
540,Syria,1/24/20,0,0.0
541,Taiwan*,1/24/20,0,0.0
542,Tajikistan,1/24/20,0,0.0
543,Tanzania,1/24/20,0,0.0
544,Thailand,1/24/20,0,0.0
545,Timor-Leste,1/24/20,0,0.0
546,Togo,1/24/20,0,0.0
547,Trinidad and Tobago,1/24/20,0,0.0
548,Tunisia,1/24/20,0,0.0
549,Turkey,1/24/20,0,0.0
550,US,1/24/20,0,0.0
551,Uganda,1/24/20,0,0.0
552,Ukraine,1/24/20,0,0.0
553,United Arab Emirates,1/24/20,0,0.0
554,United Kingdom,1/24/20,0,0.0
555,Uruguay,1/24/20,0,0.0
556,Uzbekistan,1/24/20,0,0.0
557,Venezuela,1/24/20,0,0.0
558,Vietnam,1/24/20,0,0.0
559,West Bank and Gaza,1/24/20,0,0.0
560,Western Sahara,1/24/20,0,0.0
561,Yemen,1/24/20,0,0.0
562,Zambia,1/24/20,0,0.0
563,Zimbabwe,1/24/20,0,0.0
564,Afghanistan,1/25/20,0,0.0
565,Albania,1/25/20,0,0.0
566,Algeria,1/25/20,0,0.0
567,Andorra,1/25/20,0,0.0
568,Angola,1/25/20,0,0.0
569,Antigua and Barbuda,1/25/20,0,0.0
570,Argentina,1/25/20,0,0.0
571,Armenia,1/25/20,0,0.0
572,Australia,1/25/20,0,0.0
573,Austria,1/25/20,0,0.0
574,Azerbaijan,1/25/20,0,0.0
575,Bahamas,1/25/20,0,0.0
576,Bahrain,1/25/20,0,0.0
577,Bangladesh,1/25/20,0,0.0
578,Barbados,1/25/20,0,0.0
579,Belarus,1/25/20,0,0.0
580,Belgium,1/25/20,0,0.0
581,Belize,1/25/20,0,0.0
582,Benin,1/25/20,0,0.0
583,Bhutan,1/25/20,0,0.0
584,Bolivia,1/25/20,0,0.0
585,Bosnia and Herzegovina,1/25/20,0,0.0
586,Botswana,1/25/20,0,0.0
587,Brazil,1/25/20,0,0.0
588,Brunei,1/25/20,0,0.0
589,Bulgaria,1/25/20,0,0.0
590,Burkina Faso,1/25/20,0,0.0
591,Burma,1/25/20,0,0.0
592,Burundi,1/25/20,0,0.0
593,Cabo Verde,1/25/20,0,0.0
594,Cambodia,1/25/20,0,0.0
595,Cameroon,1/25/20,0,0.0
596,Canada,1/25/20,0,0.0
597,Central African Republic,1/25/20,0,0.0
598,Chad,1/25/20,0,0.0
599,Chile,1/25/20,0,0.0
600,China,1/25/20,42,16.0
601,Colombia,1/25/20,0,0.0
602,Comoros,1/25/20,0,0.0
603,Congo (Brazzaville),1/25/20,0,0.0
604,Congo (Kinshasa),1/25/20,0,0.0
605,Costa Rica,1/25/20,0,0.0
606,Cote d'Ivoire,1/25/20,0,0.0
607,Croatia,1/25/20,0,0.0
608,Cuba,1/25/20,0,0.0
609,Cyprus,1/25/20,0,0.0
610,Czechia,1/25/20,0,0.0
611,Denmark,1/25/20,0,0.0
612,Diamond Princess,1/25/20,0,0.0
613,Djibouti,1/25/20,0,0.0
614,Dominica,1/25/20,0,0.0
615,Dominican Republic,1/25/20,0,0.0
616,Ecuador,1/25/20,0,0.0
617,Egypt,1/25/20,0,0.0
618,El Salvador,1/25/20,0,0.0
619,Equatorial Guinea,1/25/20,0,0.0
620,Eritrea,1/25/20,0,0.0
621,Estonia,1/25/20,0,0.0
622,Eswatini,1/25/20,0,0.0
623,Ethiopia,1/25/20,0,0.0
624,Fiji,1/25/20,0,0.0
625,Finland,1/25/20,0,0.0
626,France,1/25/20,0,0.0
627,Gabon,1/25/20,0,0.0
628,Gambia,1/25/20,0,0.0
629,Georgia,1/25/20,0,0.0
630,Germany,1/25/20,0,0.0
631,Ghana,1/25/20,0,0.0
632,Greece,1/25/20,0,0.0
633,Grenada,1/25/20,0,0.0
634,Guatemala,1/25/20,0,0.0
635,Guinea,1/25/20,0,0.0
636,Guinea-Bissau,1/25/20,0,0.0
637,Guyana,1/25/20,0,0.0
638,Haiti,1/25/20,0,0.0
639,Holy See,1/25/20,0,0.0
640,Honduras,1/25/20,0,0.0
641,Hungary,1/25/20,0,0.0
642,Iceland,1/25/20,0,0.0
643,India,1/25/20,0,0.0
644,Indonesia,1/25/20,0,0.0
645,Iran,1/25/20,0,0.0
646,Iraq,1/25/20,0,0.0
647,Ireland,1/25/20,0,0.0
648,Israel,1/25/20,0,0.0
649,Italy,1/25/20,0,0.0
650,Jamaica,1/25/20,0,0.0
651,Japan,1/25/20,0,0.0
652,Jordan,1/25/20,0,0.0
653,Kazakhstan,1/25/20,0,0.0
654,Kenya,1/25/20,0,0.0
655,"Korea, South",1/25/20,0,0.0
656,Kosovo,1/25/20,0,0.0
657,Kuwait,1/25/20,0,0.0
658,Kyrgyzstan,1/25/20,0,0.0
659,Laos,1/25/20,0,0.0
660,Latvia,1/25/20,0,0.0
661,Lebanon,1/25/20,0,0.0
662,Lesotho,1/25/20,0,0.0
663,Liberia,1/25/20,0,0.0
664,Libya,1/25/20,0,0.0
665,Liechtenstein,1/25/20,0,0.0
666,Lithuania,1/25/20,0,0.0
667,Luxembourg,1/25/20,0,0.0
668,MS Zaandam,1/25/20,0,0.0
669,Madagascar,1/25/20,0,0.0
670,Malawi,1/25/20,0,0.0
671,Malaysia,1/25/20,0,0.0
672,Maldives,1/25/20,0,0.0
673,Mali,1/25/20,0,0.0
674,Malta,1/25/20,0,0.0
675,Mauritania,1/25/20,0,0.0
676,Mauritius,1/25/20,0,0.0
677,Mexico,1/25/20,0,0.0
678,Moldova,1/25/20,0,0.0
679,Monaco,1/25/20,0,0.0
680,Mongolia,1/25/20,0,0.0
681,Montenegro,1/25/20,0,0.0
682,Morocco,1/25/20,0,0.0
683,Mozambique,1/25/20,0,0.0
684,Namibia,1/25/20,0,0.0
685,Nepal,1/25/20,0,0.0
686,Netherlands,1/25/20,0,0.0
687,New Zealand,1/25/20,0,0.0
688,Nicaragua,1/25/20,0,0.0
689,Niger,1/25/20,0,0.0
690,Nigeria,1/25/20,0,0.0
691,North Macedonia,1/25/20,0,0.0
692,Norway,1/25/20,0,0.0
693,Oman,1/25/20,0,0.0
694,Pakistan,1/25/20,0,0.0
695,Panama,1/25/20,0,0.0
696,Papua New Guinea,1/25/20,0,0.0
697,Paraguay,1/25/20,0,0.0
698,Peru,1/25/20,0,0.0
699,Philippines,1/25/20,0,0.0
700,Poland,1/25/20,0,0.0
701,Portugal,1/25/20,0,0.0
702,Qatar,1/25/20,0,0.0
703,Romania,1/25/20,0,0.0
704,Russia,1/25/20,0,0.0
705,Rwanda,1/25/20,0,0.0
706,Saint Kitts and Nevis,1/25/20,0,0.0
707,Saint Lucia,1/25/20,0,0.0
708,Saint Vincent and the Grenadines,1/25/20,0,0.0
709,San Marino,1/25/20,0,0.0
710,Sao Tome and Principe,1/25/20,0,0.0
711,Saudi Arabia,1/25/20,0,0.0
712,Senegal,1/25/20,0,0.0
713,Serbia,1/25/20,0,0.0
714,Seychelles,1/25/20,0,0.0
715,Sierra Leone,1/25/20,0,0.0
716,Singapore,1/25/20,0,0.0
717,Slovakia,1/25/20,0,0.0
718,Slovenia,1/25/20,0,0.0
719,Somalia,1/25/20,0,0.0
720,South Africa,1/25/20,0,0.0
721,South Sudan,1/25/20,0,0.0
722,Spain,1/25/20,0,0.0
723,Sri Lanka,1/25/20,0,0.0
724,Sudan,1/25/20,0,0.0
725,Suriname,1/25/20,0,0.0
726,Sweden,1/25/20,0,0.0
727,Switzerland,1/25/20,0,0.0
728,Syria,1/25/20,0,0.0
729,Taiwan*,1/25/20,0,0.0
730,Tajikistan,1/25/20,0,0.0
731,Tanzania,1/25/20,0,0.0
